Garage_Cars,Year_Built,Gr_Liv_Area,Total_Bsmt_SF,First_Flr_SF,Wood_Deck_SF,Fireplaces,Lot_Area,Second_Flr_SF,Garage_Area
2,1999,1779,951,951,208,1,13426,828,586
2,1950,1640,0,1640,0,1,21370,0,394
2,1995,1239,1230,1239,172,1,11064,0,477
2,2005,1200,600,520,0,0,3180,600,480
3,2008,2046,2046,2046,322,1,11844,0,834
2,2005,1476,738,738,100,0,8633,738,540
1,1954,948,864,948,0,0,10215,0,248
2,2003,1489,782,806,0,1,8965,683,400
2,1959,1588,0,1120,0,1,17120,468,680
1,1961,1774,552,904,290,1,15400,611,384
2,1957,1390,1705,1390,0,2,39384,0,550
1,1922,1048,993,1048,0,1,6380,0,280
2,1994,1516,707,707,0,1,8803,809,409
2,1984,1126,1060,1126,178,0,7400,0,506
1,1953,1647,1105,1647,225,1,9532,0,280
1,1967,1387,943,1387,0,1,7514,0,300
2,1979,1535,0,1535,0,0,7018,0,400
3,2006,1636,1623,1636,0,1,13501,0,865
2,1989,2519,1210,1238,320,2,26178,1281,628
2,2002,1660,831,831,144,0,8935,829,493
0,1936,800,264,800,0,1,6120,0,0
2,1997,1189,1189,1189,0,0,4500,0,392
2,1958,2144,1444,1444,0,2,159000,700,389
2,1925,1548,952,952,74,0,7264,596,672
1,1930,1108,637,1108,0,1,7449,0,280
1,1941,672,672,672,0,0,9340,0,234
2,1995,1470,680,680,192,1,8139,790,420
2,1980,2237,712,1375,305,1,9839,862,440
2,1960,1771,0,1771,0,1,21750,0,336
0,1900,797,245,797,0,0,9392,0,0
2,1964,1092,1092,1092,0,0,8250,0,504
3,2003,2400,1082,1105,114,1,13262,1295,730
2,2007,1372,1363,1372,192,0,8640,0,588
1,1958,1041,1041,1041,0,0,7350,0,294
2,1997,1308,635,646,142,0,10021,662,497
3,2005,1792,1792,1792,204,1,13758,0,925
1,1962,936,896,936,24,1,6760,0,288
3,2006,1537,1518,1537,0,0,11563,0,788
2,1998,1638,943,943,100,2,9042,695,472
1,1941,924,672,672,0,0,12180,252,280
2,1976,958,958,958,0,0,4928,0,440
2,1997,2098,1040,1044,331,1,9375,1054,621
2,1974,1434,1434,1434,80,1,10200,0,528
1,1941,1376,768,968,0,1,9492,408,240
2,2004,848,848,848,149,1,4426,0,420
1,1941,1131,676,676,26,0,5720,455,200
1,1975,918,852,918,192,0,8750,0,360
2,1974,1116,1116,1116,0,1,10140,0,528
3,2006,1959,1088,1088,208,1,9000,871,1025
2,2007,1356,628,628,100,1,10616,728,484
2,1976,1262,1262,1262,298,1,9600,0,460
3,2006,1795,1795,1795,0,1,9986,0,895
2,1974,2067,752,1285,297,2,12732,782,784
3,2006,2140,2140,2140,136,0,10481,0,894
1,1970,1092,546,546,238,0,2217,546,286
3,2008,1808,1774,1808,200,1,13514,0,850
1,1963,1117,1117,1117,0,0,7590,0,264
0,1974,1792,896,896,32,0,9000,896,0
2,1970,1365,765,765,0,0,2368,600,440
3,2006,2748,1850,1850,212,1,13418,898,850
1,1950,1200,1200,1200,126,0,9600,0,246
2,1997,1629,928,928,212,1,13830,701,482
1,1956,1144,1144,1144,44,0,9571,0,596
3,2007,1978,1978,1978,308,1,12633,0,920
3,2007,2078,1034,1050,0,1,10800,1028,836
3,2005,1876,1308,1308,0,0,11003,568,848
1,1967,941,912,941,64,1,8789,0,288
3,1993,2197,1080,1108,385,1,10010,1089,783
2,1999,1739,970,983,115,0,2645,756,480
1,1900,1440,540,889,0,0,5000,551,352
1,1924,1032,1032,1032,0,0,7741,0,280
2,1980,2353,845,1153,288,1,13005,1200,484
2,1960,2069,585,2069,0,1,27650,0,505
1,1945,793,793,793,0,0,8480,0,240
0,1935,754,520,520,53,0,6780,0,0
2,1964,1425,1425,1425,0,1,10175,0,576
2,1976,1060,1040,1060,100,1,4224,0,572
2,2003,1080,530,530,0,0,2403,550,496
2,1978,1664,1529,1664,0,1,12299,0,663
1,1937,1768,731,981,0,2,7200,787,240
2,1914,1264,676,676,424,0,15564,588,400
2,1964,1152,1152,1152,227,1,14112,0,484
0,1955,1152,0,1152,0,0,6012,0,0
2,2000,1936,1406,1454,188,1,11194,482,504
1,1923,1292,949,949,0,0,5142,343,205
2,2007,1266,1266,1266,100,1,3710,0,388
2,2007,1456,728,728,100,0,7713,728,400
1,1926,1422,1290,1422,0,0,7223,0,352
3,2006,1863,879,879,100,1,14054,984,660
2,1989,2559,868,1313,0,1,12128,1246,506
1,1930,1248,912,912,0,0,9439,336,160
3,2006,1962,1391,1391,0,0,8760,571,868
2,1992,1187,1168,1187,483,0,7980,0,420
2,1962,1560,1776,1560,453,1,11679,0,528
2,1998,2393,970,1469,0,1,3951,924,846
2,1964,1452,1420,1452,92,1,11235,0,572
2,2003,1668,1657,1668,0,1,10635,0,502
1,1961,896,882,896,140,0,11622,0,730
2,2004,1659,831,831,144,0,11920,828,484
1,1984,1049,1049,1049,0,0,4235,0,266
0,1946,666,666,666,0,0,5000,0,0
0,1991,974,974,974,0,0,10712,0,0
1,1959,988,988,988,156,0,9240,0,297
2,1953,1094,1094,1094,0,2,10452,0,495
2,1969,1082,973,1082,160,0,8723,0,480
2,1997,1764,928,928,276,0,15426,836,470
2,1993,1642,903,910,290,1,7655,732,392
2,1967,1632,1632,1632,0,0,25000,0,576
1,1960,1422,978,1422,0,1,12342,0,286
2,2004,1245,1235,1245,0,0,3435,0,495
2,1979,914,914,914,0,0,6950,0,444
2,1990,2810,1453,1453,500,1,9572,1357,750
1,1956,1200,1200,1200,0,2,10400,0,294
1,1957,816,816,816,0,0,7100,0,308
2,2002,1762,826,878,320,0,9930,884,591
2,1996,1992,860,1212,225,2,15295,780,608
2,2003,2094,912,912,182,1,9375,1182,615
1,1940,1595,940,1192,0,2,8400,403,240
0,1946,1195,1195,1195,118,0,8741,0,0
2,2005,1611,784,784,144,0,8400,827,572
2,1924,1430,596,834,218,0,10320,596,370
1,1976,1092,546,546,0,0,1890,546,286
3,1999,2365,1252,1268,0,1,9430,1097,856
2,2006,1352,1352,1352,0,1,4230,0,466
2,2004,1535,1517,1535,0,0,10171,0,532
2,2004,1414,707,707,100,1,9056,707,403
2,1976,1964,803,1098,0,1,10480,866,483
1,1930,1755,930,1230,0,1,7810,525,231
1,1939,1322,672,899,0,0,6240,423,280
2,1961,864,864,864,0,0,8499,0,732
2,1951,1220,836,1220,0,0,8877,0,396
2,1974,1309,1040,1309,265,1,10140,0,484
1,1925,765,765,765,135,0,5000,0,200
2,1993,1470,680,680,232,1,9765,790,420
2,1994,1694,392,924,256,1,10147,770,398
2,1988,1873,929,946,108,1,8883,927,619
1,1953,1728,1216,1216,200,1,12099,0,371
1,1928,1477,861,877,0,1,6292,600,216
1,1994,990,990,990,0,0,8775,0,299
2,2003,1094,1094,1094,0,0,12450,0,576
2,1927,1028,1008,1028,0,1,8960,0,360
2,1986,2726,279,2726,216,1,18044,0,691
2,2004,848,848,848,140,1,4438,0,420
2,2008,1726,1726,1726,0,1,3830,0,561
3,2002,1629,1616,1629,0,1,14536,0,808
2,2004,1836,1860,1836,120,1,9100,0,484
2,2004,1812,835,871,146,0,10628,941,478
1,1939,1577,972,972,0,1,6435,605,312
2,1997,1417,1417,1417,60,1,8750,0,511
2,1915,1595,663,774,49,1,7200,821,528
2,2005,1141,1141,1141,0,0,13072,0,484
3,2006,1816,1790,1816,186,1,12469,0,730
3,2007,1704,1704,1704,0,1,11478,0,772
1,1956,1229,1134,1229,0,0,17140,0,284
2,1979,1782,1782,1782,467,1,14450,0,551
2,1980,1032,516,516,213,1,1879,516,462
1,1896,952,756,952,0,0,8712,0,330
2,1999,1344,1344,1344,328,1,11875,0,686
1,1956,1014,0,1014,0,0,7785,0,267
2,1910,1363,622,741,0,0,7740,622,528
2,1966,1839,756,1051,0,1,7700,788,442
1,1954,1128,936,1128,0,0,9000,0,286
3,2007,1615,1615,1615,168,1,9345,0,864
1,1972,1030,494,494,0,0,1890,536,264
1,1920,1657,1147,1147,0,1,5520,510,162
2,1959,1712,1626,1712,272,0,8393,0,588
2,2003,848,848,848,140,0,4435,0,420
2,1979,1535,0,1535,0,0,7018,0,410
2,1998,1772,928,928,150,1,8750,844,492
1,1941,2340,1152,1188,0,2,9042,1152,252
2,1976,1548,804,804,48,1,2308,744,440
0,1931,1666,894,894,0,1,9839,772,0
4,1997,1344,1344,1344,0,0,7060,0,784
3,2008,2713,1452,1476,126,1,14948,1237,858
2,2003,848,848,848,140,0,4435,0,420
1,1928,1143,1008,1143,265,1,7111,0,288
1,1939,845,0,640,48,0,11067,0,256
0,1958,960,960,960,0,0,6410,0,0
1,1936,2057,1017,1020,0,1,11500,1037,180
1,1957,1638,967,967,0,0,9060,671,384
2,1948,1687,747,1687,0,2,57200,0,572
2,2000,1524,756,768,0,0,2998,756,440
1,1880,1750,636,1089,0,0,9000,661,240
2,1974,894,864,894,0,0,11800,0,440
2,1900,1798,1075,1156,0,0,9639,642,342
1,1923,1200,1200,1200,0,0,11340,0,312
2,2006,1652,1652,1652,404,2,13173,0,840
2,1954,1640,1296,1640,108,1,14778,0,924
2,2004,1709,970,970,0,0,2522,739,380
1,1924,1221,784,949,0,0,9738,272,392
2,1941,803,720,803,0,0,5000,0,360
2,2007,1396,608,608,100,1,11069,788,440
0,1916,936,216,576,0,0,8520,360,0
1,1968,1052,1052,1052,356,0,8400,0,288
2,2007,1768,866,866,144,0,10769,902,578
2,2005,1686,891,891,144,0,7800,795,462
2,1998,1604,926,926,100,0,9535,678,472
2,1910,2104,1226,1226,0,0,6300,878,432
2,1919,1824,764,1060,0,1,13515,764,520
2,1993,2232,1173,1215,173,1,11692,1017,623
2,1958,1920,1052,1252,0,1,13650,668,451
2,2003,2014,912,1072,124,0,9157,942,486
2,1988,1228,1228,1228,168,1,4671,0,472
2,1949,1556,782,1019,0,1,17360,537,470
2,1947,1664,1004,1004,0,2,5000,660,420
1,1971,987,483,483,0,0,1680,504,264
2,1968,1556,727,829,0,0,11700,727,441
2,2006,1625,1573,1625,123,1,4750,0,538
2,2003,1700,1682,1700,192,0,9135,0,544
1,1958,1955,1151,1151,0,0,9000,804,356
1,1945,808,0,808,0,0,6120,0,164
2,1929,854,832,854,48,0,6120,0,576
1,1958,1138,588,1138,224,0,10482,0,264
2,1999,1675,841,892,0,1,24682,783,502
2,1990,1341,1300,1341,192,1,10176,0,506
1,1968,1196,1196,1196,257,0,10044,0,336
3,2008,3140,1926,1966,144,2,13518,1174,820
1,1910,1273,616,1055,212,0,11388,218,275
3,1928,2009,672,1337,0,2,19950,672,795
3,1993,2097,1080,1080,196,1,11228,1017,678
2,1915,1768,1048,1048,0,0,8094,720,576
1,1924,1669,1093,1093,0,0,8707,576,288
2,1970,2207,1947,2207,301,1,19900,0,576
2,2003,1663,835,835,168,0,12774,828,478
2,1993,1190,1181,1190,0,1,7250,0,430
2,2005,1504,1346,1504,156,1,3182,0,437
2,1996,2049,1065,1065,120,1,21533,984,467
1,1942,1494,771,753,0,2,7500,741,213
2,1958,1261,1261,1261,0,1,9120,0,433
2,1975,1552,713,811,209,1,11475,741,434
2,1993,1501,697,697,190,1,7685,804,420
0,1919,1517,793,997,0,0,8500,520,0
1,1926,1111,572,572,0,1,5700,539,288
1,1969,971,971,971,0,1,9920,0,300
1,1900,1836,686,1150,0,0,56600,686,288
3,2005,1698,1698,1698,192,1,11520,0,730
2,1969,1026,1026,1026,171,0,7930,0,440
2,2006,1612,1612,1612,0,1,8035,0,556
1,1966,1128,1080,1128,238,1,11380,0,315
3,2005,2795,1390,1390,272,1,15922,1405,660
2,1995,1680,1680,1680,152,0,17871,0,628
3,2007,2520,1508,1508,192,1,23303,1012,640
1,1951,1600,0,1600,0,0,31250,0,270
2,1990,1332,1332,1332,0,0,7175,0,542
1,1950,1904,1208,1136,0,0,7200,768,240
3,2009,2020,2006,2020,156,1,12220,0,900
3,2006,2338,2660,2338,0,2,51974,0,1110
2,2006,1458,608,608,100,0,13204,850,454
1,1965,960,648,960,88,0,10246,0,364
2,2004,1694,1686,1694,255,1,10084,0,636
3,2005,2482,1094,1133,144,1,12665,1349,642
2,1959,1580,1244,1580,0,2,10032,0,440
1,1966,1092,1092,1092,259,0,9825,0,264
2,1997,2034,1057,1057,576,0,9375,977,645
0,1940,996,996,996,144,1,13907,0,0
2,1977,1432,716,716,0,1,8286,716,531
0,2006,1140,1140,1140,36,0,17217,0,0
2,1994,2110,948,1222,0,2,8880,888,463
3,2007,2100,918,958,172,2,9709,1142,786
2,1969,1308,720,720,0,0,9743,588,484
0,1987,1200,1200,1200,120,0,10800,0,0
2,2008,1402,1402,1402,205,0,8640,0,625
1,1967,1107,949,1107,88,0,8050,0,308
2,1977,1969,808,1161,0,1,11952,808,534
2,1965,1820,864,902,60,2,13700,918,492
0,1920,605,528,605,0,0,9098,0,0
2,2000,1514,794,819,0,1,8433,695,394
2,1979,2233,0,1100,0,0,9555,1133,579
2,2000,1638,1614,1638,230,1,4765,0,495
0,1970,1092,546,546,0,0,1526,546,0
3,1999,2270,1152,1164,132,1,11764,1106,671
2,1993,1337,1337,1337,96,1,5395,0,462
1,1910,1635,485,1001,394,0,5310,634,255
1,1971,950,950,950,0,0,9758,0,280
2,1971,864,864,864,0,0,7560,0,576
1,1961,1150,1150,1150,0,0,7000,0,288
3,1935,3447,728,1968,314,2,14100,1479,1014
1,1926,1616,1149,1149,0,0,5400,467,216
1,1948,1668,1212,1226,0,0,9600,442,240
1,1921,1424,1228,1424,0,1,7290,0,312
2,1999,1557,1557,1557,124,1,4109,0,484
2,1957,1790,998,1790,0,2,14250,0,540
2,2006,2021,868,887,0,1,23257,1134,422
2,1999,1588,1588,1588,158,0,10264,0,472
2,1994,1721,928,936,300,0,8462,785,471
2,2003,1121,1121,1121,132,0,8546,0,440
3,1997,2551,1779,1779,76,2,12191,772,925
2,1978,1373,1319,1373,0,2,7424,0,591
2,2005,1714,1714,1714,156,1,8147,0,517
2,1978,1295,1057,1295,133,2,3840,0,571
2,1948,1323,780,948,0,0,9184,375,400
1,1960,1134,1010,1134,0,0,7000,0,254
2,1972,1193,1153,1193,140,0,13110,0,501
1,1901,1214,969,969,0,0,5680,245,216
1,1956,1196,1196,1196,0,1,9000,0,297
2,2004,1646,1594,1646,128,1,3811,0,482
3,2006,2698,1850,1850,250,1,16052,848,736
2,1957,1347,1347,1347,0,0,5805,0,551
2,1964,1775,533,1131,0,0,10600,644,480
2,1910,1306,240,810,0,0,15660,496,472
2,2003,1320,660,660,0,0,7750,660,400
2,1972,894,894,894,215,0,7200,0,600
1,1948,789,789,789,0,0,6000,0,250
2,2001,2439,1531,1531,184,1,12728,908,560
2,1999,1452,691,713,0,0,3735,739,506
1,1966,988,988,988,0,0,7150,0,360
2,1969,1632,784,784,0,1,10457,848,898
2,2006,1491,738,738,100,1,8333,753,484
3,1995,3238,2033,2053,283,1,14720,1185,666
2,1900,2414,954,1766,142,1,10800,648,520
2,1965,1728,1728,1728,0,0,13101,0,576
2,1977,1602,1602,1602,240,1,16635,0,529
2,2003,1146,868,1146,160,1,9590,0,438
2,2002,1509,783,807,100,1,7861,702,393
2,1900,2014,716,1007,0,0,9856,1007,624
2,1962,2448,1438,1900,520,2,18275,548,441
2,1959,3820,0,3820,0,2,47007,0,624
1,1961,864,864,864,158,0,9079,0,440
1,1959,1246,1246,1246,218,0,7500,0,305
2,1999,1549,744,757,0,0,2280,792,440
1,1948,1271,720,720,0,1,21286,551,312
1,1920,840,798,840,112,0,5747,0,250
2,1988,1179,1166,1179,0,0,4740,0,480
2,2006,1208,1187,1208,105,0,6762,0,632
2,1910,1230,440,682,74,0,10440,548,440
2,2002,1795,1777,1795,171,1,9742,0,534
3,2008,5095,5095,5095,546,2,39290,0,1154
2,1900,1951,938,1084,0,0,7745,867,576
3,1996,2340,1236,1236,192,1,14311,1104,787
3,2008,1578,1573,1578,0,1,9262,0,840
2,2000,1382,673,673,153,0,2651,709,490
2,1980,1472,1372,1472,233,2,14115,0,588
2,1999,1644,941,961,460,1,9649,683,460
2,2008,1884,1884,1884,231,1,7390,0,649
2,2005,1223,600,520,0,0,2544,623,480
1,1980,1700,430,880,188,0,1700,680,450
0,1977,1440,1440,1440,321,0,7711,0,0
2,2002,1459,1459,1459,192,1,8749,0,527
1,1953,773,773,773,0,0,7677,0,240
1,1945,1668,672,1195,210,0,7425,473,252
2,1995,1200,1200,1200,0,0,11249,0,521
1,1950,1078,1078,1078,366,0,9717,0,240
1,1963,1045,1045,1045,0,1,7936,0,264
2,1990,1339,1309,1339,0,1,8049,0,484
3,2006,1795,900,909,168,1,10603,886,782
2,1990,1442,910,1442,0,1,10357,0,719
2,1950,1048,0,1048,0,0,7200,0,420
2,2005,1456,728,728,100,0,8029,728,400
2,1959,1466,1466,1466,0,2,17755,0,528
2,1963,1328,1328,1328,0,2,9790,0,528
1,1956,882,882,882,0,0,13008,0,502
1,1959,1328,1350,1328,0,2,16905,0,308
2,2007,1528,1528,1528,0,1,9965,0,480
2,2004,1422,1422,1422,192,0,8500,0,626
2,1953,950,984,950,0,0,12774,0,400
2,1988,1714,980,980,228,1,10421,734,496
2,2003,1768,884,884,0,0,8158,884,543
1,1960,1507,1075,1507,0,0,7910,0,404
2,1941,1382,720,854,237,0,12358,0,660
3,2006,1646,1638,1646,192,1,10656,0,870
3,2004,1576,1393,1576,143,1,3940,0,668
2,1963,970,970,970,0,0,8480,0,624
1,1950,1952,976,976,285,2,9780,976,299
2,1993,2495,1280,1280,224,1,10791,1215,660
1,1945,640,0,640,0,0,8777,0,240
2,1977,1844,1844,1844,0,1,11751,0,546
2,2006,1364,1220,1364,100,1,3087,0,437
2,1994,990,990,990,0,0,8072,0,480
2,1976,1398,684,684,0,1,7200,714,440
2,1951,1112,631,1112,0,0,13070,0,480
0,1964,912,912,912,0,0,8020,0,0
2,1964,1516,1516,1516,0,0,10004,0,472
2,1915,1308,880,880,0,0,10320,428,400
1,1925,1608,976,1160,147,1,6171,448,216
1,1961,914,914,914,140,0,17199,0,270
2,1940,1567,840,840,0,2,13680,727,440
2,1990,1717,1156,1187,168,1,13758,530,400
2,1951,1226,0,1226,174,1,13108,0,400
1,1940,1308,728,976,0,2,9600,332,256
1,1959,1144,1144,1144,86,1,8163,0,796
2,2005,1530,1530,1530,168,1,16158,0,430
2,2007,1792,896,896,184,0,8640,896,590
2,1964,1488,1008,1488,154,1,10368,0,430
2,1996,1040,1040,1040,168,0,12464,0,576
2,1916,1196,1196,1196,0,0,4800,0,440
1,1968,874,864,874,0,0,10172,0,288
0,1923,2592,1296,1296,0,0,10890,1296,0
2,1961,1187,864,1187,128,1,14357,0,440
2,2004,848,848,848,149,1,4438,0,420
2,1999,1501,744,757,0,0,2280,744,440
2,1950,2177,1032,1102,0,0,15600,1075,484
2,1951,1575,216,1575,0,1,10170,0,400
2,1924,1566,816,816,24,0,6000,750,450
2,1998,1478,1418,1478,168,0,7380,0,495
1,1954,1268,1268,1268,0,1,7800,0,244
2,2007,1218,1218,1218,0,0,9605,0,576
1,1959,1040,1040,1040,140,0,7560,0,286
2,2005,1577,1577,1577,203,1,7841,0,564
1,1971,1092,525,525,0,0,1680,567,320
2,1979,2228,0,1114,73,0,7018,1114,720
2,1929,1316,926,926,0,0,5500,0,484
2,2004,1445,1445,1445,0,0,9750,0,470
2,2005,1768,866,866,0,0,9803,902,603
2,1996,1288,1260,1288,120,2,14963,0,500
2,1971,1220,1625,1220,0,1,13001,0,944
2,1955,960,960,960,0,0,6000,0,576
3,2004,1713,1713,1713,0,1,9591,0,856
1,1958,1442,1442,1442,0,0,9750,0,301
1,1953,930,911,930,134,0,9520,0,286
2,2000,1674,814,814,0,0,7500,860,663
2,2003,1394,384,754,100,1,11950,640,400
3,1995,2531,1318,1328,222,1,12257,1203,752
2,2001,2035,884,884,144,1,9505,1151,434
1,1975,1096,1008,1096,0,1,6305,0,352
3,1993,2799,1286,1565,432,1,12585,1234,704
1,1885,1047,641,1047,0,0,10800,0,273
1,1998,767,723,767,120,0,4058,0,367
2,2005,1302,1302,1302,110,1,3901,0,631
2,1989,1495,1495,1495,252,1,12890,0,438
1,1976,1125,1041,1125,296,1,7200,0,352
1,1930,813,813,813,0,0,5684,0,270
1,1963,1651,725,1035,460,2,10090,616,276
2,1985,1502,1488,1502,0,0,6820,0,528
3,2001,2633,2633,2633,314,2,11400,0,804
1,1976,894,894,894,365,0,10650,0,308
1,1920,1012,1012,1012,0,1,8263,0,308
2,1988,1680,880,1680,292,1,21695,0,540
1,1916,2526,714,1664,88,1,8520,862,216
3,2004,2224,1462,1462,184,1,8834,762,738
1,1940,2403,1032,1207,56,2,24090,1196,349
2,1938,1969,1272,1272,0,1,6876,0,400
1,1967,1141,1141,1141,0,0,9600,0,568
2,2006,1278,1278,1278,0,0,8640,0,584
2,1986,1501,1277,1501,240,1,4084,0,512
2,1968,1721,1461,1721,0,1,10335,0,440
2,2005,1904,1058,1058,179,1,10927,846,736
2,1990,1061,1054,1061,114,0,10778,0,462
2,1940,908,822,908,284,0,12172,0,512
2,1984,1097,1040,1097,0,0,9672,0,480
1,1910,810,0,810,119,0,21780,0,280
2,1974,894,864,894,241,1,13350,0,440
2,1966,1280,793,1280,140,1,10050,0,432
2,1999,1404,672,684,20,0,2160,720,462
1,1967,992,992,992,204,0,10265,0,294
2,1935,2108,1127,1236,0,2,13728,872,540
0,1972,630,630,630,96,0,1491,0,0
1,1940,1510,755,755,120,1,9084,755,296
1,1945,2320,1028,1436,224,1,7259,884,180
2,1992,1280,1280,1280,0,0,5070,0,506
2,1998,2362,1220,1220,147,2,8413,1142,1105
2,1976,1142,1142,1142,536,1,4224,0,528
2,1976,1728,1728,1728,40,0,12640,0,574
1,1966,892,864,892,0,0,7800,0,416
2,1970,1682,1304,1682,98,1,10400,0,530
2,1995,2020,1128,1142,0,1,9828,878,466
2,1948,1320,768,819,108,0,8064,501,576
1,1942,1644,728,888,168,2,9480,756,312
3,2007,1466,1466,1466,100,0,8925,0,610
2,2006,1484,1476,1484,120,1,9037,0,472
2,1999,1873,988,988,202,1,10820,885,597
3,2005,2541,1149,1164,120,1,12328,1377,729
1,1959,1183,528,1183,0,0,8000,0,288
1,1980,1266,630,630,340,2,8012,636,283
2,2004,1374,384,744,0,0,9734,630,400
1,1948,869,0,869,0,0,10122,0,390
3,2005,2212,1700,1700,237,1,13751,512,773
3,2008,1702,1702,1702,0,1,8769,0,1052
1,1920,865,660,740,0,1,10042,125,216
3,2006,2596,1249,1249,240,0,16259,1347,840
2,1971,981,981,981,0,0,10530,0,576
2,1959,1801,1501,1801,0,2,15602,0,484
1,1925,1328,686,810,0,0,9906,518,210
1,1930,1001,837,1001,154,0,6060,0,216
1,1938,1360,803,803,0,0,7200,557,297
1,1957,1526,1216,1526,116,1,8562,0,364
2,2005,1422,704,704,36,1,11646,718,440
1,1965,935,935,935,180,0,13526,0,288
2,2005,1266,1257,1266,38,1,7500,0,453
1,1922,2068,1108,1160,0,1,7793,908,315
1,1958,1329,1329,1329,393,0,14267,0,312
2,1983,2132,1496,1496,349,1,12327,636,612
3,2005,1595,1595,1595,144,1,8987,0,880
2,1994,2127,1223,1223,171,2,10944,904,525
2,2000,1673,1673,1673,306,1,11354,0,583
2,1995,1253,1237,1253,220,1,7875,0,402
0,1970,1092,546,546,187,0,1477,546,0
2,1977,2263,795,1468,0,1,16659,795,539
2,2005,1200,600,520,0,0,3180,600,480
1,1931,1502,776,851,0,1,7200,651,270
2,2003,848,848,848,140,0,4435,0,420
2,2006,2234,2220,2234,390,1,14082,0,724
1,1969,1216,1216,1216,0,0,9000,0,336
2,1979,1725,539,1040,0,1,11584,685,550
2,2002,1989,1065,1091,199,1,11367,898,586
3,2006,1838,1838,1838,270,1,14601,0,765
2,1959,1252,1252,1252,0,0,10721,0,528
2,2007,1246,1146,1246,100,1,3710,0,428
3,1995,1511,1401,1511,168,1,11454,0,811
1,1956,960,672,960,64,0,8926,0,288
2,2002,1812,952,952,144,1,7500,860,469
1,1926,789,768,789,0,0,10594,0,200
2,1950,1040,0,1040,0,0,7200,0,420
3,1994,2526,1165,1203,309,1,10120,1323,844
3,2008,1743,1739,1743,168,1,10367,0,927
2,1962,1211,864,1211,161,1,9240,0,576
2,1918,1416,816,1416,0,0,25339,0,576
1,1939,1412,780,825,45,1,6000,587,280
3,2009,1940,1930,1940,168,1,10159,0,606
2,2005,1456,728,728,0,1,8461,728,390
1,1971,987,483,483,275,0,1680,504,264
2,1999,1586,960,962,169,0,2645,624,480
1,1950,1152,1092,1152,0,1,14000,0,300
1,1972,864,864,864,0,0,7180,0,352
1,1972,1092,525,525,352,0,1680,567,264
2,1991,1274,624,624,22,0,10475,650,576
1,1977,926,902,926,319,1,9750,0,351
1,1930,1426,966,1014,174,1,6240,412,230
2,1977,1654,0,1286,0,0,8927,368,528
2,1981,1740,1740,1740,228,0,15417,0,540
2,2006,1534,1524,1534,168,1,10612,0,484
2,1955,1779,1763,1779,0,1,17920,0,454
2,1977,1040,1040,1040,0,0,8800,0,484
1,1958,1339,1029,1339,0,0,7560,0,294
2,1956,1689,1436,1689,0,1,9855,0,480
1,1922,1154,796,796,0,0,5436,358,240
2,2002,1908,967,993,135,0,14191,915,431
3,2006,1973,1935,1973,315,1,14226,0,895
2,1998,2031,1153,1153,192,1,11404,878,541
1,1965,1020,1024,1020,171,0,9316,0,288
3,2004,1618,1618,1618,0,1,16163,0,880
2,2007,1504,752,752,100,0,8229,752,440
2,1976,1062,1029,1062,120,2,11333,0,539
1,1961,912,912,912,168,0,6768,0,288
2,2004,1374,384,744,100,1,9434,630,400
2,1928,1378,689,689,0,1,9600,689,360
2,1972,1381,1161,1381,0,1,9360,0,676
4,1997,1368,1288,1368,0,0,7020,0,784
2,2007,1208,1208,1208,105,0,6762,0,628
2,1997,1950,975,975,0,1,7399,975,576
2,1975,879,864,879,0,0,9675,0,440
2,1948,1527,699,801,0,1,11419,726,410
2,1947,1312,784,900,0,0,7500,412,649
2,1976,1620,1281,1620,120,1,9991,0,490
1,1963,960,960,960,168,0,9239,0,300
2,2004,1484,1473,1484,0,0,8400,0,606
1,1925,1159,747,747,84,0,7506,412,288
2,1977,1334,1350,1334,0,1,9650,0,630
3,2008,1346,1336,1346,100,1,11896,0,660
2,1978,1386,672,672,335,1,11616,714,440
2,2004,1374,384,744,100,1,13300,630,400
3,2009,1766,1766,1766,195,1,9187,0,478
3,2008,1468,1468,1468,210,1,9612,0,898
3,2005,1801,893,901,0,1,10463,900,800
1,1967,900,864,900,175,1,7838,0,288
2,1925,1694,1181,1390,342,1,8400,304,576
2,1968,1743,702,1041,224,1,11700,702,539
2,1977,980,980,980,192,0,7064,0,484
3,2007,1861,1341,1341,144,1,9801,520,851
1,1957,907,907,907,0,0,8593,0,352
2,1994,1097,1097,1097,392,0,10859,0,672
2,2003,2314,1150,1164,0,1,11060,1150,502
1,1938,1551,1058,1058,0,0,10890,493,240
2,1916,1232,816,1232,0,1,8574,0,440
2,2005,1541,1541,1541,0,1,12182,0,532
2,1993,1571,799,799,0,1,7837,772,380
2,1928,1981,1122,1328,431,2,7804,653,576
0,1910,1184,658,658,0,0,8410,526,0
2,2004,1221,1221,1221,0,0,7500,0,400
1,1914,864,864,864,0,0,8212,0,200
2,1998,2097,1108,1108,253,1,9750,989,583
1,1977,1026,1026,1026,316,0,15240,0,308
3,2008,1630,1622,1630,172,1,10226,0,860
2,1998,1886,930,956,89,1,11214,930,431
2,1982,858,858,858,120,0,7252,0,576
2,1978,1671,1427,1671,252,1,10928,0,484
1,1890,725,630,725,0,0,10800,0,320
2,2005,1716,858,858,0,0,8125,858,615
1,1959,1194,1194,1194,0,0,8760,0,312
1,1967,1073,1073,1073,0,0,9981,0,270
